id,verb_id,tense,person,pronoun,is_regular,correct_stem,correct_ending,distractor_stems,distractor_endings,aux_stem,aux_ending,distractor_aux_stems,distractor_aux_endings,rule_summary,explanation_translations
10132f0d-d1b5-4c4a-a04f-05cee4df6f87,4333d491-91f6-442f-beac-437f7fcd1bc7,Passé Composé,tu,tu,FALSE,été,,"{""étés"",""étée"",""ét""}",,as,,"{""es"",""ai"",""a""}",,Compound tense using avoir; past participle 'été' (invariant).,"{""en"":""For 'tu', use 'as' + 'été'."",""zh"":""对于 'tu'，使用 'as' + 'été'。"",""ja"":""'tu' の場合、'as' + 'été' を使います。"",""fr"":""Pour 'tu', utilisez 'as' + 'été'.""}"
b67f30f2-25d8-4087-a41a-2169d4e14a0d,4333d491-91f6-442f-beac-437f7fcd1bc7,Passé Composé,il,il,FALSE,été,,"{""étés"",""étée"",""ét""}",,a,,"{""est"",""as"",""ai""}",,Compound tense using avoir; past participle 'été' (invariant).,"{""en"":""For 'il', use 'a' + 'été'."",""zh"":""对于 'il'，使用 'a' + 'été'。"",""ja"":""'il' の場合、'a' + 'été' を使います。"",""fr"":""Pour 'il', utilisez 'a' + 'été'.""}"
297eca92-d239-4b83-8744-08c3568a8d41,4333d491-91f6-442f-beac-437f7fcd1bc7,Passé Composé,elle,elle,FALSE,été,,"{""étée"",""étés"",""ét""}",,a,,"{""est"",""as"",""ai""}",,Compound tense using avoir; past participle 'été' (no agreement).,"{""en"":""For 'elle', use 'a' + 'été'. No agreement."",""zh"":""对于 'elle'，使用 'a' + 'été'。不配合。"",""ja"":""'elle' の場合、'a' + 'été' を使います。一致はありません。"",""fr"":""Pour 'elle', utilisez 'a' + 'été'. Pas d'accord.""}"
647eaef0-2607-4427-9004-71b2eb3301af,4333d491-91f6-442f-beac-437f7fcd1bc7,Passé Composé,nous,nous,FALSE,été,,"{""étés"",""étée"",""ét""}",,avons,,"{""sommes"",""avez"",""ont""}",,Compound tense using avoir; past participle 'été' (invariant).,"{""en"":""For 'nous', use 'avons' + 'été'."",""zh"":""对于 'nous'，使用 'avons' + 'été'。"",""ja"":""'nous' の場合、'avons' + 'été' を使います。"",""fr"":""Pour 'nous', utilisez 'avons' + 'été'.""}"
d65c2de0-20b3-4d15-8509-080e5dd273a1,4333d491-91f6-442f-beac-437f7fcd1bc7,Passé Composé,vous,vous,FALSE,été,,"{""étés"",""étée"",""ét""}",,avez,,"{""êtes"",""avons"",""ont""}",,Compound tense using avoir; past participle 'été' (invariant).,"{""en"":""For 'vous', use 'avez' + 'été'."",""zh"":""对于 'vous'，使用 'avez' + 'été'。"",""ja"":""'vous' の場合、'avez' + 'été' を使います。"",""fr"":""Pour 'vous', utilisez 'avez' + 'été'.""}"
f20ff36b-7c0e-408f-bb2f-1cde21a3e739,4333d491-91f6-442f-beac-437f7fcd1bc7,Passé Composé,ils,ils,FALSE,été,,"{""étés"",""étée"",""ét""}",,ont,,"{""sont"",""avez"",""a""}",,Compound tense using avoir; past participle 'été' (invariant).,"{""en"":""For 'ils', use 'ont' + 'été'."",""zh"":""对于 'ils'，使用 'ont' + 'été'。"",""ja"":""'ils' の場合、'ont' + 'été' を使います。"",""fr"":""Pour 'ils', utilisez 'ont' + 'été'.""}"
6057f0f5-80f7-46ee-ac22-b42c7b1ce04a,4333d491-91f6-442f-beac-437f7fcd1bc7,Passé Composé,elles,elles,FALSE,été,,"{""étée"",""étés"",""ét""}",,ont,,"{""sont"",""avez"",""a""}",,Compound tense using avoir; past participle 'été' (invariant).,"{""en"":""For 'elles', use 'ont' + 'été'. No agreement."",""zh"":""对于 'elles'，使用 'ont' + 'été'。不配合。"",""ja"":""'elles' の場合、'ont' + 'été' を使います。一致はありません。"",""fr"":""Pour 'elles', utilisez 'ont' + 'été'. Pas d'accord.""}"
808389b0-288c-4356-943a-4b7ac7404644,4333d491-91f6-442f-beac-437f7fcd1bc7,Plus-que-parfait,je,j',FALSE,été,,"{""étés"",""étée"",""ét""}",,av,ais,"{""ét"",""aur"",""a""}","{""ait"",""as"",""ai""}",Compound tense using avoir (imparfait) + 'été'.,"{""en"":""The plus-que-parfait uses 'avoir' in imperfect + 'été'."",""zh"":""愈过去时使用 'avoir' 的未完成过去时 + 'été'。"",""ja"":""大過去は 'avoir' の半過去 + 'été' を使います。"",""fr"":""Le plus-que-parfait utilise 'avoir' à l'imparfait + 'été'.""}"
b155b16e-0e60-45c7-a569-f5b282036698,4333d491-91f6-442f-beac-437f7fcd1bc7,Plus-que-parfait,tu,tu,FALSE,été,,"{""étés"",""étée"",""ét""}",,av,ais,"{""ét"",""aur"",""a""}","{""ait"",""as"",""ai""}",Compound tense using avoir (imparfait) + 'été'.,"{""en"":""For 'tu', use 'avais' + 'été'."",""zh"":""对于 'tu'，使用 'avais' + 'été'。"",""ja"":""'tu' の場合、'avais' + 'été' を使います。"",""fr"":""Pour 'tu', utilisez 'avais' + 'été'.""}"
fdbfac33-3a1c-404a-b20e-99d9dc074c8d,4333d491-91f6-442f-beac-437f7fcd1bc7,Plus-que-parfait,il,il,FALSE,été,,"{""étés"",""étée"",""ét""}",,av,ait,"{""ét"",""aur"",""a""}","{""ais"",""a"",""it""}",Compound tense using avoir (imparfait) + 'été'.,"{""en"":""For 'il', use 'avait' + 'été'."",""zh"":""对于 'il'，使用 'avait' + 'été'。"",""ja"":""'il' の場合、'avait' + 'été' を使います。"",""fr"":""Pour 'il', utilisez 'avait' + 'été'.""}"
baf014e9-6824-48f7-adec-9bd4c7d28e07,4333d491-91f6-442f-beac-437f7fcd1bc7,Plus-que-parfait,elle,elle,FALSE,été,,"{""étée"",""étés"",""ét""}",,av,ait,"{""ét"",""aur"",""a""}","{""ais"",""a"",""it""}",Compound tense using avoir (imparfait) + 'été'.,"{""en"":""For 'elle', use 'avait' + 'été'. No agreement."",""zh"":""对于 'elle'，使用 'avait' + 'été'。不配合。"",""ja"":""'elle' の場合、'avait' + 'été' を使います。一致はありません。"",""fr"":""Pour 'elle', utilisez 'avait' + 'été'. Pas d'accord.""}"
76f6d404-23eb-48cc-a165-064206423fba,4333d491-91f6-442f-beac-437f7fcd1bc7,Plus-que-parfait,nous,nous,FALSE,été,,"{""étés"",""étée"",""ét""}",,av,ions,"{""ét"",""aur"",""a""}","{""ons"",""iez"",""aient""}",Compound tense using avoir (imparfait) + 'été'.,"{""en"":""For 'nous', use 'avions' + 'été'."",""zh"":""对于 'nous'，使用 'avions' + 'été'。"",""ja"":""'nous' の場合、'avions' + 'été' を使います。"",""fr"":""Pour 'nous', utilisez 'avions' + 'été'.""}"
512dcaca-c129-419c-b0dc-ff8b5548a723,4333d491-91f6-442f-beac-437f7fcd1bc7,Plus-que-parfait,vous,vous,FALSE,été,,"{""étés"",""étée"",""ét""}",,av,iez,"{""ét"",""aur"",""a""}","{""ez"",""ions"",""aient""}",Compound tense using avoir (imparfait) + 'été'.,"{""en"":""For 'vous', use 'aviez' + 'été'."",""zh"":""对于 'vous'，使用 'aviez' + 'été'。"",""ja"":""'vous' の場合、'aviez' + 'été' を使います。"",""fr"":""Pour 'vous', utilisez 'aviez' + 'été'.""}"
67ed58db-f661-4ecd-a556-09f8485c602c,4333d491-91f6-442f-beac-437f7fcd1bc7,Plus-que-parfait,ils,ils,FALSE,été,,"{""étés"",""étée"",""ét""}",,av,aient,"{""ét"",""aur"",""a""}","{""ont"",""ent"",""iez""}",Compound tense using avoir (imparfait) + 'été'.,"{""en"":""For 'ils', use 'avaient' + 'été'."",""zh"":""对于 'ils'，使用 'avaient' + 'été'。"",""ja"":""'ils' の場合、'avaient' + 'été' を使います。"",""fr"":""Pour 'ils', utilisez 'avaient' + 'été'.""}"
0f01c5cb-b16b-45fc-849d-07f20dceb056,4333d491-91f6-442f-beac-437f7fcd1bc7,Plus-que-parfait,elles,elles,FALSE,été,,"{""étée"",""étés"",""ét""}",,av,aient,"{""ét"",""aur"",""a""}","{""ont"",""ent"",""iez""}",Compound tense using avoir (imparfait) + 'été'.,"{""en"":""For 'elles', use 'avaient' + 'été'. No agreement."",""zh"":""对于 'elles'，使用 'avaient' + 'été'。不配合。"",""ja"":""'elles' の場合、'avaient' + 'été' を使います。一致はありません。"",""fr"":""Pour 'elles', utilisez 'avaient' + 'été'. Pas d'accord.""}"
7ee9b55f-fa67-4182-91bc-c524bcabb6a4,4333d491-91f6-442f-beac-437f7fcd1bc7,Futur Antérieur,je,j',FALSE,été,,"{""étés"",""étée"",""ét""}",,aur,ai,"{""ser"",""av"",""a""}","{""ais"",""as"",""a""}",Compound tense using avoir (future) + 'été'.,"{""en"":""The futur antérieur uses 'avoir' in future + 'été'."",""zh"":""先将来时使用 'avoir' 的将来时 + 'été'。"",""ja"":""前未来は 'avoir' の未来形 + 'été' を使います。"",""fr"":""Le futur antérieur utilise 'avoir' au futur + 'été'.""}"
f572737c-3316-4a56-831b-c880f1310880,4333d491-91f6-442f-beac-437f7fcd1bc7,Futur Antérieur,tu,tu,FALSE,été,,"{""étés"",""étée"",""ét""}",,aur,as,"{""ser"",""av"",""a""}","{""a"",""es"",""ai""}",Compound tense using avoir (future) + 'été'.,"{""en"":""For 'tu', use 'auras' + 'été'."",""zh"":""对于 'tu'，使用 'auras' + 'été'。"",""ja"":""'tu' の場合、'auras' + 'été' を使います。"",""fr"":""Pour 'tu', utilisez 'auras' + 'été'.""}"
bd65dafb-e000-44c7-a067-5461a90bc4b0,4333d491-91f6-442f-beac-437f7fcd1bc7,Futur Antérieur,il,il,FALSE,été,,"{""étés"",""étée"",""ét""}",,aur,a,"{""ser"",""av"",""a""}","{""as"",""ai"",""e""}",Compound tense using avoir (future) + 'été'.,"{""en"":""For 'il', use 'aura' + 'été'."",""zh"":""对于 'il'，使用 'aura' + 'été'。"",""ja"":""'il' の場合、'aura' + 'été' を使います。"",""fr"":""Pour 'il', utilisez 'aura' + 'été'.""}"
878bd13d-e39c-420d-a9fe-b9fcafb70d1e,4333d491-91f6-442f-beac-437f7fcd1bc7,Futur Antérieur,elle,elle,FALSE,été,,"{""étée"",""étés"",""ét""}",,aur,a,"{""ser"",""av"",""a""}","{""as"",""ai"",""e""}",Compound tense using avoir (future) + 'été'.,"{""en"":""For 'elle', use 'aura' + 'été'. No agreement."",""zh"":""对于 'elle'，使用 'aura' + 'été'。不配合。"",""ja"":""'elle' の場合、'aura' + 'été' を使います。一致はありません。"",""fr"":""Pour 'elle', utilisez 'aura' + 'été'. Pas d'accord.""}"
7ffbd762-9615-4403-9425-9ff7dcf5e09b,4333d491-91f6-442f-beac-437f7fcd1bc7,Futur Antérieur,nous,nous,FALSE,été,,"{""étés"",""étée"",""ét""}",,aur,ons,"{""ser"",""av"",""a""}","{""ez"",""ont"",""ions""}",Compound tense using avoir (future) + 'été'.,"{""en"":""For 'nous', use 'aurons' + 'été'."",""zh"":""对于 'nous'，使用 'aurons' + 'été'。"",""ja"":""'nous' の場合、'aurons' + 'été' を使います。"",""fr"":""Pour 'nous', utilisez 'aurons' + 'été'.""}"
8c03373e-336d-49b6-b854-38d841b6524f,4333d491-91f6-442f-beac-437f7fcd1bc7,Futur Antérieur,vous,vous,FALSE,été,,"{""étés"",""étée"",""ét""}",,aur,ez,"{""ser"",""av"",""a""}","{""ons"",""ont"",""iez""}",Compound tense using avoir (future) + 'été'.,"{""en"":""For 'vous', use 'aurez' + 'été'."",""zh"":""对于 'vous'，使用 'aurez' + 'été'。"",""ja"":""'vous' の場合、'aurez' + 'été' を使います。"",""fr"":""Pour 'vous', utilisez 'aurez' + 'été'.""}"
07a3380a-456c-40a4-a732-27289065c456,4333d491-91f6-442f-beac-437f7fcd1bc7,Futur Antérieur,ils,ils,FALSE,été,,"{""étés"",""étée"",""ét""}",,aur,ont,"{""ser"",""av"",""a""}","{""ent"",""ez"",""ons""}",Compound tense using avoir (future) + 'été'.,"{""en"":""For 'ils', use 'auront' + 'été'."",""zh"":""对于 'ils'，使用 'auront' + 'été'。"",""ja"":""'ils' の場合、'auront' + 'été' を使います。"",""fr"":""Pour 'ils', utilisez 'auront' + 'été'.""}"
49211a9b-592a-42be-a03d-429961782230,4333d491-91f6-442f-beac-437f7fcd1bc7,Futur Antérieur,elles,elles,FALSE,été,,"{""étée"",""étés"",""ét""}",,aur,ont,"{""ser"",""av"",""a""}","{""ent"",""ez"",""ons""}",Compound tense using avoir (future) + 'été'.,"{""en"":""For 'elles', use 'auront' + 'été'. No agreement."",""zh"":""对于 'elles'，使用 'auront' + 'été'。不配合。"",""ja"":""'elles' の場合、'auront' + 'été' を使います。一致はありません。"",""fr"":""Pour 'elles', utilisez 'auront' + 'été'. Pas d'accord.""}"
6b4f580b-370b-43ae-9f7f-74a99bc718c0,4333d491-91f6-442f-beac-437f7fcd1bc7,Conditionnel Passé,je,j',FALSE,été,,"{""étés"",""étée"",""ét""}",,aur,ais,"{""ser"",""av"",""a""}","{""ai"",""as"",""ois""}",Compound tense using avoir (conditional) + 'été'.,"{""en"":""The conditionnel passé uses 'avoir' in conditional + 'été'."",""zh"":""条件式过去时使用 'avoir' 的条件式 + 'été'。"",""ja"":""条件法過去は 'avoir' の条件法 + 'été' を使います。"",""fr"":""Le conditionnel passé utilise 'avoir' au conditionnel + 'été'.""}"
80b64956-cd8b-4c8d-a780-e33ebeab536c,4333d491-91f6-442f-beac-437f7fcd1bc7,Conditionnel Passé,tu,tu,FALSE,été,,"{""étés"",""étée"",""ét""}",,aur,ais,"{""ser"",""av"",""a""}","{""as"",""ai"",""ois""}",Compound tense using avoir (conditional) + 'été'.,"{""en"":""For 'tu', use 'aurais' + 'été'."",""zh"":""对于 'tu'，使用 'aurais' + 'été'。"",""ja"":""'tu' の場合、'aurais' + 'été' を使います。"",""fr"":""Pour 'tu', utilisez 'aurais' + 'été'.""}"
4cd7a351-8a8c-448f-8ac2-796a5d33e470,4333d491-91f6-442f-beac-437f7fcd1bc7,Conditionnel Passé,il,il,FALSE,été,,"{""étés"",""étée"",""ét""}",,aur,ait,"{""ser"",""av"",""a""}","{""a"",""ais"",""it""}",Compound tense using avoir (conditional) + 'été'.,"{""en"":""For 'il', use 'aurait' + 'été'."",""zh"":""对于 'il'，使用 'aurait' + 'été'。"",""ja"":""'il' の場合、'aurait' + 'été' を使います。"",""fr"":""Pour 'il', utilisez 'aurait' + 'été'.""}"
9a952d59-7912-406c-8725-121a29a73e09,4333d491-91f6-442f-beac-437f7fcd1bc7,Conditionnel Passé,elle,elle,FALSE,été,,"{""étée"",""étés"",""ét""}",,aur,ait,"{""ser"",""av"",""a""}","{""a"",""ais"",""it""}",Compound tense using avoir (conditional) + 'été'.,"{""en"":""For 'elle', use 'aurait' + 'été'. No agreement."",""zh"":""对于 'elle'，使用 'aurait' + 'été'。不配合。"",""ja"":""'elle' の場合、'aurait' + 'été' を使います。一致はありません。"",""fr"":""Pour 'elle', utilisez 'aurait' + 'été'. Pas d'accord.""}"
05fb8625-d56c-4f26-a718-e470d32715ea,4333d491-91f6-442f-beac-437f7fcd1bc7,Conditionnel Passé,nous,nous,FALSE,été,,"{""étés"",""étée"",""ét""}",,aur,ions,"{""ser"",""av"",""a""}","{""ons"",""iez"",""ais""}",Compound tense using avoir (conditional) + 'été'.,"{""en"":""For 'nous', use 'aurions' + 'été'."",""zh"":""对于 'nous'，使用 'aurions' + 'été'。"",""ja"":""'nous' の場合、'aurions' + 'été' を使います。"",""fr"":""Pour 'nous', utilisez 'aurions' + 'été'.""}"
a6062127-4f41-4f94-a2b1-eeb563f5992d,4333d491-91f6-442f-beac-437f7fcd1bc7,Conditionnel Passé,vous,vous,FALSE,été,,"{""étés"",""étée"",""ét""}",,aur,iez,"{""ser"",""av"",""a""}","{""ez"",""ions"",""ais""}",Compound tense using avoir (conditional) + 'été'.,"{""en"":""For 'vous', use 'auriez' + 'été'."",""zh"":""对于 'vous'，使用 'auriez' + 'été'。"",""ja"":""'vous' の場合、'auriez' + 'été' を使います。"",""fr"":""Pour 'vous', utilisez 'auriez' + 'été'.""}"
b5a973d8-9246-46e0-a877-860fd2241d60,4333d491-91f6-442f-beac-437f7fcd1bc7,Conditionnel Passé,ils,ils,FALSE,été,,"{""étés"",""étée"",""ét""}",,aur,aient,"{""ser"",""av"",""a""}","{""ont"",""ent"",""ais""}",Compound tense using avoir (conditional) + 'été'.,"{""en"":""For 'ils', use 'auraient' + 'été'."",""zh"":""对于 'ils'，使用 'auraient' + 'été'。"",""ja"":""'ils' の場合、'auraient' + 'été' を使います。"",""fr"":""Pour 'ils', utilisez 'auraient' + 'été'.""}"
2d833153-c7f4-47a6-b5c2-e56c0e28e9e2,4333d491-91f6-442f-beac-437f7fcd1bc7,Conditionnel Passé,elles,elles,FALSE,été,,"{""étée"",""étés"",""ét""}",,aur,aient,"{""ser"",""av"",""a""}","{""ont"",""ent"",""ais""}",Compound tense using avoir (conditional) + 'été'.,"{""en"":""For 'elles', use 'auraient' + 'été'. No agreement."",""zh"":""对于 'elles'，使用 'auraient' + 'été'。不配合。"",""ja"":""'elles' の場合、'auraient' + 'été' を使います。一致はありません。"",""fr"":""Pour 'elles', utilisez 'auraient' + 'été'. Pas d'accord.""}"
2a5dc2a7-a413-40cf-aef1-f90e1a6d6712,4333d491-91f6-442f-beac-437f7fcd1bc7,Subjonctif Passé,je,Que j',FALSE,été,,"{""étés"",""étée"",""ét""}",,aie,,"{""sois"",""ai"",""a""}",,Compound tense using avoir (subjunctive) + 'été'.,"{""en"":""The subjonctif passé uses 'avoir' in subjunctive + 'été'."",""zh"":""虚拟式过去时使用 'avoir' 的虚拟式 + 'été'。"",""ja"":""接続法過去は 'avoir' の接続法 + 'été' を使います。"",""fr"":""Le subjonctif passé utilise 'avoir' au subjonctif + 'été'.""}"
3811c4f7-1eff-4bcd-a89a-8cb7455d93db,4333d491-91f6-442f-beac-437f7fcd1bc7,Subjonctif Passé,tu,Que tu,FALSE,été,,"{""étés"",""étée"",""ét""}",,aies,,"{""sois"",""aie"",""as""}",,Compound tense using avoir (subjunctive) + 'été'.,"{""en"":""For 'tu', use 'aies' + 'été'."",""zh"":""对于 'tu'，使用 'aies' + 'été'。"",""ja"":""'tu' の場合、'aies' + 'été' を使います。"",""fr"":""Pour 'tu', utilisez 'aies' + 'été'.""}"
70bb3315-9048-4cdb-b787-75b7cdc3ea36,4333d491-91f6-442f-beac-437f7fcd1bc7,Subjonctif Passé,il,Qu'il,FALSE,été,,"{""étés"",""étée"",""ét""}",,ait,,"{""soit"",""aie"",""a""}",,Compound tense using avoir (subjunctive) + 'été'.,"{""en"":""For 'il', use 'ait' + 'été'."",""zh"":""对于 'il'，使用 'ait' + 'été'。"",""ja"":""'il' の場合、'ait' + 'été' を使います。"",""fr"":""Pour 'il', utilisez 'ait' + 'été'.""}"
306d6edf-bd4b-461e-918a-1312a0be51b9,4333d491-91f6-442f-beac-437f7fcd1bc7,Subjonctif Passé,elle,Qu'elle,FALSE,été,,"{""étée"",""étés"",""ét""}",,ait,,"{""soit"",""aie"",""a""}",,Compound tense using avoir (subjunctive) + 'été'.,"{""en"":""For 'elle', use 'ait' + 'été'. No agreement."",""zh"":""对于 'elle'，使用 'ait' + 'été'。不配合。"",""ja"":""'elle' の場合、'ait' + 'été' を使います。一致はありません。"",""fr"":""Pour 'elle', utilisez 'ait' + 'été'. Pas d'accord.""}"
b6c5ded6-e23e-46c9-8814-f4bd8742312c,4333d491-91f6-442f-beac-437f7fcd1bc7,Subjonctif Passé,nous,Que nous,FALSE,été,,"{""étés"",""étée"",""ét""}",,ayons,,"{""soyons"",""avions"",""avons""}",,Compound tense using avoir (subjunctive) + 'été'.,"{""en"":""For 'nous', use 'ayons' + 'été'."",""zh"":""对于 'nous'，使用 'ayons' + 'été'。"",""ja"":""'nous' の場合、'ayons' + 'été' を使います。"",""fr"":""Pour 'nous', utilisez 'ayons' + 'été'.""}"
06cefea9-0707-463a-9323-b96ea336a2b6,4333d491-91f6-442f-beac-437f7fcd1bc7,Subjonctif Passé,vous,Que vous,FALSE,été,,"{""étés"",""étée"",""ét""}",,ayez,,"{""soyez"",""aviez"",""avez""}",,Compound tense using avoir (subjunctive) + 'été'.,"{""en"":""For 'vous', use 'ayez' + 'été'."",""zh"":""对于 'vous'，使用 'ayez' + 'été'。"",""ja"":""'vous' の場合、'ayez' + 'été' を使います。"",""fr"":""Pour 'vous', utilisez 'ayez' + 'été'.""}"
4edfab1e-84cd-4f15-aef4-ff68354c5d9e,4333d491-91f6-442f-beac-437f7fcd1bc7,Subjonctif Passé,ils,Qu'ils,FALSE,été,,"{""étés"",""étée"",""ét""}",,aient,,"{""soient"",""aie"",""ont""}",,Compound tense using avoir (subjunctive) + 'été'.,"{""en"":""For 'ils', use 'aient' + 'été'."",""zh"":""对于 'ils'，使用 'aient' + 'été'。"",""ja"":""'ils' の場合、'aient' + 'été' を使います。"",""fr"":""Pour 'ils', utilisez 'aient' + 'été'.""}"
8651cd82-efb8-499b-a5e8-7bb97ec6ad7c,4333d491-91f6-442f-beac-437f7fcd1bc7,Subjonctif Passé,elles,Qu'elles,FALSE,été,,"{""étée"",""étés"",""ét""}",,aient,,"{""soient"",""aie"",""ont""}",,Compound tense using avoir (subjunctive) + 'été'.,"{""en"":""For 'elles', use 'aient' + 'été'. No agreement."",""zh"":""对于 'elles'，使用 'aient' + 'été'。不配合。"",""ja"":""'elles' の場合、'aient' + 'été' を使います。一致はありません。"",""fr"":""Pour 'elles', utilisez 'aient' + 'été'. Pas d'accord.""}"
a502ab6a-065e-43c4-8fb2-159f394c370a,0dce75ce-fbc1-4767-a2ee-634fd7bc44d5,Présent,je,je,TRUE,fin,is,"{""finiss"",""finir"",""fini""}","{""es"",""it"",""issons""}",,,,,Simple tense; regular -ir verb stem 'fin-' + ending 'is'.,"{""en"":""For the present tense of regular -ir verbs, the stem for 'je' is the base without -ir. Add the ending 'is'."",""zh"":""对于规则的-ir动词现在时，'je' 的词根是去掉-ir。加上词尾 'is'。"",""ja"":""規則的な-ir動詞の現在形では、'je'の語幹は-irを取り除いた形です。語尾'is'を加えます。"",""fr"":""Au présent des verbes réguliers en -ir, le radical pour 'je' est la base sans -ir. Ajoutez la terminaison 'is'.""}"
8f3b8238-1619-48f2-8c7e-dd6c634fb5b9,0dce75ce-fbc1-4767-a2ee-634fd7bc44d5,Présent,tu,tu,TRUE,fin,is,"{""finiss"",""finir"",""fini""}","{""es"",""it"",""issez""}",,,,,Simple tense; regular -ir verb stem 'fin-' + ending 'is'.,"{""en"":""For 'tu' in the present tense, regular -ir verbs take the stem 'fin-' and add 'is'."",""zh"":""现在时中，对于 'tu'，规则的-ir动词使用词根 'fin-' 并加上 'is'。"",""ja"":""現在形の'tu'では、規則的な-ir動詞は語幹'fin-'に'is'を加えます。"",""fr"":""Au présent pour 'tu', les verbes réguliers en -ir prennent le radical 'fin-' et ajoutent 'is'.""}"
8e477f27-d6be-4263-baa4-55bc49a8d105,0dce75ce-fbc1-4767-a2ee-634fd7bc44d5,Présent,il,il,TRUE,fin,it,"{""finiss"",""finir"",""fini""}","{""is"",""es"",""ent""}",,,,,Simple tense; regular -ir verb stem 'fin-' + ending 'it'.,"{""en"":""For 'il', the present tense ending for regular -ir verbs is 'it' attached to the stem."",""zh"":""对于 'il'，规则-ir动词的现在时词尾是 'it'，加在词根后。"",""ja"":""規則的な-ir動詞の現在形では、'il'の語幹に語尾'it'がつきます。"",""fr"":""Pour 'il', la terminaison du présent des verbes réguliers en -ir est 'it' ajoutée au radical.""}"
fef948c2-1f4d-4c6a-8a28-81179680d17f,0dce75ce-fbc1-4767-a2ee-634fd7bc44d5,Présent,elle,elle,TRUE,fin,it,"{""finiss"",""finir"",""fini""}","{""is"",""es"",""ent""}",,,,,Simple tense; regular -ir verb stem 'fin-' + ending 'it'.,"{""en"":""The form for 'elle' is identical to 'il'. Use the stem 'fin-' and add 'it'."",""zh"":""'elle' 的形式与 'il' 相同。使用词根 'fin-' 并加上 'it'。"",""ja"":""'elle'の形は'il'と同じです。語幹'fin-'に'it'を加えます。"",""fr"":""La forme pour 'elle' est identique à celle de 'il'. Utilisez le radical 'fin-' et ajoutez 'it'.""}"
9b68d788-6f6e-457a-bc8a-bdc06cd67eff,0dce75ce-fbc1-4767-a2ee-634fd7bc44d5,Présent,nous,nous,TRUE,finiss,ons,"{""fin"",""finir"",""fini""}","{""ez"",""ent"",""ions""}",,,,,Simple tense; regular -ir verb uses extended stem 'finiss-' + ending 'ons'.,"{""en"":""For plural persons, regular -ir verbs insert '-iss-'. 'Nous' takes the stem 'finiss-' and ending 'ons'."",""zh"":""对于复数人称，规则-ir动词插入 '-iss-'。'Nous' 使用词根 'finiss-' 和词尾 'ons'。"",""ja"":""複数形では、規則的な-ir動詞は'-iss-'を挿入します。'Nous'は語幹'finiss-'と語尾'ons'を取ります。"",""fr"":""Pour les personnes du pluriel, les verbes en -ir insèrent '-iss-'. 'Nous' prend le radical 'finiss-' et la terminaison 'ons'.""}"
a85204e2-d624-4858-af53-05460242c448,0dce75ce-fbc1-4767-a2ee-634fd7bc44d5,Présent,vous,vous,TRUE,finiss,ez,"{""fin"",""finir"",""fini""}","{""ons"",""ent"",""iez""}",,,,,Simple tense; regular -ir verb uses extended stem 'finiss-' + ending 'ez'.,"{""en"":""For 'vous', use the extended stem 'finiss-' followed by the standard ending 'ez'."",""zh"":""对于 'vous'，使用扩展词根 'finiss-' 后接标准词尾 'ez'。"",""ja"":""'vous'では、拡張語幹'finiss-'に標準的な語尾'ez'を続けます。"",""fr"":""Pour 'vous', utilisez le radical étendu 'finiss-' suivi de la terminaison standard 'ez'.""}"
965f588d-3271-4ae3-a543-70fe3a629ba7,0dce75ce-fbc1-4767-a2ee-634fd7bc44d5,Présent,ils,ils,TRUE,finiss,ent,"{""fin"",""finir"",""fini""}","{""ont"",""ez"",""ons""}",,,,,Simple tense; regular -ir verb uses extended stem 'finiss-' + ending 'ent'.,"{""en"":""The third person plural 'ils' uses the stem 'finiss-' and adds 'ent'."",""zh"":""第三人称复数 'ils' 使用词根 'finiss-' 并加上 'ent'。"",""ja"":""三人称複数の'ils'は語幹'finiss-'に'ent'を加えます。"",""fr"":""La troisième personne du pluriel 'ils' utilise le radical 'finiss-' et ajoute 'ent'.""}"
e60ef6d0-36fe-45f9-be67-a116cb129045,0dce75ce-fbc1-4767-a2ee-634fd7bc44d5,Présent,elles,elles,TRUE,finiss,ent,"{""fin"",""finir"",""fini""}","{""ont"",""ez"",""ons""}",,,,,Simple tense; regular -ir verb uses extended stem 'finiss-' + ending 'ent'.,"{""en"":""For 'elles', combine the extended stem 'finiss-' with the ending 'ent'."",""zh"":""对于 'elles'，将扩展词根 'finiss-' 与词尾 'ent' 结合。"",""ja"":""'elles'では、拡張語幹'finiss-'と語尾'ent'を組み合わせます。"",""fr"":""Pour 'elles', combinez le radical étendu 'finiss-' avec la terminaison 'ent'.""}"
397cbd56-f677-45e1-9785-4d35c945bc2c,0dce75ce-fbc1-4767-a2ee-634fd7bc44d5,Imparfait,je,je,TRUE,finiss,ais,"{""fin"",""finir"",""fini""}","{""ait"",""as"",""ois""}",,,,,Simple tense; regular -ir verb stem 'finiss-' + ending 'ais'.,"{""en"":""The Imperfect uses the stem from the 'nous' form of the present ('finiss-'). Add 'ais' for 'je'."",""zh"":""未完成过去时使用现在时 'nous' 形式的词根 ('finiss-')。'je' 加上 'ais'。"",""ja"":""半過去は現在形の'nous'の語幹('finiss-')を使います。'je'には'ais'を加えます。"",""fr"":""L'imparfait utilise le radical de la forme 'nous' du présent ('finiss-'). Ajoutez 'ais' pour 'je'.""}"
